REF,ChangeKey,Unnamed: 0,Company Name,Location,Country,Space_Code,,Launch Date,Datum,Vehicle Type,Detail,Status Rocket, Rocket,Status Mission
3439,RVSN USSR25802,3439,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,8/22/1970,"Sat Aug 22, 1970 05:06 UTC",Molniya-M /Block NVL ,Molniya-M /Block NVL | Cosmos 359,StatusRetired,,Partial Failure
3440,RVSN USSR25800,3440,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,8/20/1970,"Thu Aug 20, 1970 14:30 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 358,StatusRetired,,Partial Failure
3441,RVSN USSR25799,3441,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,8/19/1970,"Wed Aug 19, 1970 14:59 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Cosmos 357,StatusRetired,,Success
3442,US Air Force25798,3442,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",USA,SLC-4W,,8/18/1970,"Tue Aug 18, 1970 14:45 UTC",Titan III(23)B ,Titan III(23)B | OPS 7874,StatusRetired,,Success
3443,RVSN USSR25797,3443,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,8/17/1970,"Mon Aug 17, 1970 05:38 UTC",Molniya-M /Block NVL ,Molniya-M /Block NVL | Venera 7,StatusRetired,,Success
3444,RVSN USSR25790,3444,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,8/10/1970,"Mon Aug 10, 1970 19:59 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Cosmos 356,StatusRetired,,Success
3445,RVSN USSR25787,3445,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,Site,,8/7/1970,"Fri Aug 07, 1970 09:30 UTC",Voskhod ,Voskhod | Cosmos 355,StatusRetired,,Success
3446,RVSN USSR25787,3446,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,Site,,8/7/1970,"Fri Aug 07, 1970 02:59 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Intercosmos-3,StatusRetired,,Success
3447,RVSN USSR25780,3447,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,Site,,7/31/1970,"Fri Jul 31, 1970 02:00 UTC",Cosmos-3MRB (65MRB) ,Cosmos-3MRB (65MRB) | BOR-2 Shuttle,StatusRetired,,Success
3448,RVSN USSR25777,3448,RVSN USSR,"Site 191/66, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,7/28/1970,"Tue Jul 28, 1970 22:00 UTC",Tsyklon ,Tsyklon | Cosmos 354,StatusRetired,,Success
3449,RVSN USSR25770,3449,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,Site,,7/21/1970,"Tue Jul 21, 1970 12:30 UTC",Voskhod ,Voskhod | Zenit-4 nâ€ Â­75,StatusRetired,,Failure
3450,RVSN USSR25758,3450,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,7/9/1970,"Thu Jul 09, 1970 13:35 UTC",Voskhod ,Voskhod | Cosmos 353,StatusRetired,,Success
3451,RVSN USSR25756,3451,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,7/7/1970,"Tue Jul 07, 1970 10:30 UTC",Voskhod ,Voskhod | Cosmos 352,StatusRetired,,Success
3452,RVSN USSR25746,3452,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,6/27/1970,"Sat Jun 27, 1970 16:40 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Strela-2M satellite,StatusRetired,,Failure
3453,RVSN USSR25746,3453,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,6/27/1970,"Sat Jun 27, 1970 07:39 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Cosmos 351,StatusRetired,,Success
3454,RVSN USSR25745,3454,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,6/26/1970,"Fri Jun 26, 1970 12:00 UTC",Voskhod ,Voskhod | Cosmos 350,StatusRetired,,Success
3455,RVSN USSR25745,3455,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,Site,,6/26/1970,"Fri Jun 26, 1970 03:23 UTC",Molniya-M /Block L ,Molniya-M /Block L | Molniya-1 nâ€ Â­21,StatusRetired,,Success
3456,US Air Force25744,3456,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",USA,SLC-4W,,6/25/1970,"Thu Jun 25, 1970 14:50 UTC",Titan III(23)B ,Titan III(23)B | OPS 6820,StatusRetired,,Success
3457,RVSN USSR25742,3457,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,6/23/1970,"Tue Jun 23, 1970 14:15 UTC",Vostok-2M ,Vostok-2M | Meteor nâ€ Â­16,StatusRetired,,Success
3458,General Dynamics25738,3458,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",USA,LC-13,,6/19/1970,"Fri Jun 19, 1970 11:37 UTC",Atlas-SLV3A Agena-D ,Atlas-SLV3A Agena-D | AFP-720 (Rhyolite-1),StatusRetired,,Success
3459,RVSN USSR25736,3459,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,Site,,6/17/1970,"Wed Jun 17, 1970 12:59 UTC",Voskhod ,Voskhod | Cosmos 349,StatusRetired,,Success
3460,RVSN USSR25732,3460,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,6/13/1970,"Sat Jun 13, 1970 04:59 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Cosmos 348,StatusRetired,,Success
3461,RVSN USSR25731,3461,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,Site,,6/12/1970,"Fri Jun 12, 1970 09:30 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Cosmos 347,StatusRetired,,Success
3462,CECLES25731,3462,CECLES,"LA-5B, RAAF Woomera Range Complex, Australia",Australia,LA-5B,,6/12/1970,"Fri Jun 12, 1970 06:06 UTC",Europa 1 ,Europa 1 | STV-3,StatusRetired,,Failure
3463,RVSN USSR25729,3463,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,6/10/1970,"Wed Jun 10, 1970 09:30 UTC",Voskhod ,Voskhod | Cosmos 346,StatusRetired,,Success
3464,Roscosmos25720,3464,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,6/1/1970,"Mon Jun 01, 1970 19:00 UTC",Soyuz ,Soyuz | Soyuz 9,StatusRetired,,Success
3465,RVSN USSR25710,3465,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,5/22/1970,"Fri May 22, 1970 12:39 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | DS-P1-You #36,StatusRetired,,Failure
3466,RVSN USSR25708,3466,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,5/20/1970,"Wed May 20, 1970 09:20 UTC",Voskhod ,Voskhod | Cosmos 345,StatusRetired,,Success
3467,RVSN USSR25700,3467,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,5/12/1970,"Tue May 12, 1970 10:10 UTC",Voskhod ,Voskhod | Cosmos 344,StatusRetired,,Success
3468,RVSN USSR25686,3468,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,4/28/1970,"Tue Apr 28, 1970 10:50 UTC",Vostok-2M ,Vostok-2M | Meteor nâ€ Â­15,StatusRetired,,Success
3469,RVSN USSR25683,3469,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,4/25/1970,"Sat Apr 25, 1970 17:09 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 336 to 343,StatusRetired,,Success
3470,RVSN USSR25682,3470,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,Site,,4/24/1970,"Fri Apr 24, 1970 22:24 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Cosmos 335,StatusRetired,,Success
3471,CASC25682,3471,CASC,"Site 5020 (LA-2A), Jiuquan Satellite Launch Center, China",China,Site,,4/24/1970,"Fri Apr 24, 1970 13:35 UTC",Long March 1 ,Long March 1 | Dong Fang Hong 1,StatusRetired,,Success
3472,RVSN USSR25681,3472,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,4/23/1970,"Thu Apr 23, 1970 13:20 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Cosmos 334,StatusRetired,,Success
3473,US Air Force25673,3473,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",USA,SLC-4W,,4/15/1970,"Wed Apr 15, 1970 15:52 UTC",Titan III(23)B ,Titan III(23)B | OPS 2863,StatusRetired,,Success
3474,RVSN USSR25673,3474,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,4/15/1970,"Wed Apr 15, 1970 09:00 UTC",Voskhod ,Voskhod | Cosmos 333,StatusRetired,,Success
3475,NASA25669,3475,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,4/11/1970,"Sat Apr 11, 1970 19:13 UTC",Saturn V ,Saturn V | Apollo 13,StatusRetired,"1,160.00",Success
3476,RVSN USSR25669,3476,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,4/11/1970,"Sat Apr 11, 1970 17:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 332,StatusRetired,,Success
3477,Martin Marietta25666,3477,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,SLC-40,,4/8/1970,"Wed Apr 08, 1970 10:50 UTC",Titan IIIC ,Titan IIIC | Vela 11 & 12,StatusRetired,,Success
3478,RVSN USSR25666,3478,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,4/8/1970,"Wed Apr 08, 1970 10:15 UTC",Voskhod ,Voskhod | Cosmos 331,StatusRetired,,Success
3479,RVSN USSR25665,3479,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,4/7/1970,"Tue Apr 07, 1970 11:10 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 330,StatusRetired,,Success
3480,RVSN USSR25661,3480,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,Site,,4/3/1970,"Fri Apr 03, 1970 08:30 UTC",Voskhod ,Voskhod | Cosmos 329,StatusRetired,,Success
3481,RVSN USSR25654,3481,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,3/27/1970,"Fri Mar 27, 1970 11:45 UTC",Voskhod ,Voskhod | Cosmos 328,StatusRetired,,Success
3482,RVSN USSR25645,3482,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,3/18/1970,"Wed Mar 18, 1970 14:39 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Cosmos 327,StatusRetired,,Success
3483,RVSN USSR25644,3483,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,3/17/1970,"Tue Mar 17, 1970 11:10 UTC",Vostok-2M ,Vostok-2M | Meteor nâ€ Â­14,StatusRetired,,Partial Failure
3484,RVSN USSR25640,3484,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,Site,,3/13/1970,"Fri Mar 13, 1970 08:00 UTC",Voskhod ,Voskhod | Cosmos 326,StatusRetired,,Success
3485,CNES25637,3485,CNES,"ELD, Guiana Space Centre, French Guiana, France",France,ELD,,3/10/1970,"Tue Mar 10, 1970 15:20 UTC",Diamant B ,Diamant B | WIKA & MIKA,StatusRetired,,Success
3486,RVSN USSR25631,3486,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,Site,,3/4/1970,"Wed Mar 04, 1970 12:14 UTC",Voskhod ,Voskhod | Cosmos 325,StatusRetired,,Success
3487,RVSN USSR25626,3487,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,2/27/1970,"Fri Feb 27, 1970 17:24 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Cosmos 324,StatusRetired,,Success
3488,RVSN USSR25616,3488,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,Site,,2/17/1970,"Tue Feb 17, 1970 18:57 UTC",Molniya-M /Block L ,Molniya-M /Block L | Molniya-1 nâ€ Â­17,StatusRetired,,Success
3489,UT25610,3489,UT,"Uchinoura Space Center, Japan",Japan,Uchinoura,,2/11/1970,"Wed Feb 11, 1970 04:25 UTC",Lambda-IV S ,Lambda-IV S | Osumi,StatusRetired,,Success
3490,RVSN USSR25609,3490,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,2/10/1970,"Tue Feb 10, 1970 12:00 UTC",Voskhod ,Voskhod | Cosmos 323,StatusRetired,,Success
3491,RVSN USSR25605,3491,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,2/6/1970,"Fri Feb 06, 1970 04:16 UTC",Proton K/Block D ,Proton K/Block D | Luna-16c,StatusRetired,,Failure
3492,RVSN USSR25598,3492,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,1/30/1970,"Fri Jan 30, 1970 15:40 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | DS-P1-I #6,StatusRetired,,Failure
3493,RVSN USSR25589,3493,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,1/21/1970,"Wed Jan 21, 1970 12:00 UTC",Voskhod ,Voskhod | Cosmos 322,StatusRetired,,Success
3494,RVSN USSR25588,3494,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,1/20/1970,"Tue Jan 20, 1970 20:20 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Cosmos 321,StatusRetired,,Success
3495,RVSN USSR25584,3495,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,Site,,1/16/1970,"Fri Jan 16, 1970 10:59 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Cosmos 320,StatusRetired,,Success
3496,RVSN USSR25583,3496,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,1/15/1970,"Thu Jan 15, 1970 13:40 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Cosmos 319,StatusRetired,,Success
3497,US Air Force25582,3497,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",USA,SLC-4W,,1/14/1970,"Wed Jan 14, 1970 18:43 UTC",Titan III(23)B ,Titan III(23)B | OPS 6531,StatusRetired,,Success
3498,RVSN USSR25577,3498,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,1/9/1970,"Fri Jan 09, 1970 09:20 UTC",Voskhod ,Voskhod | Cosmos 318,StatusRetired,,Success
3499,RVSN USSR25564,3499,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,12/27/1969,"Sat Dec 27, 1969 14:20 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Ionosfernaya #1,StatusRetired,,Failure
3500,RVSN USSR25562,3500,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,Site,,12/25/1969,"Thu Dec 25, 1969 09:59 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Intercosmos-2,StatusRetired,,Success
3501,RVSN USSR25560,3501,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,12/23/1969,"Tue Dec 23, 1969 13:50 UTC",Voskhod ,Voskhod | Cosmos 317,StatusRetired,,Success
3502,RVSN USSR25560,3502,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,12/23/1969,"Tue Dec 23, 1969 09:25 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 316,StatusRetired,,Success
3503,RVSN USSR25557,3503,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,12/20/1969,"Sat Dec 20, 1969 03:26 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 315,StatusRetired,,Success
3504,RVSN USSR25548,3504,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,12/11/1969,"Thu Dec 11, 1969 12:59 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Cosmos 314,StatusRetired,,Success
3505,RVSN USSR25540,3505,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,Site,,12/3/1969,"Wed Dec 03, 1969 13:20 UTC",Voskhod ,Voskhod | Cosmos 313,StatusRetired,,Success
3506,RVSN USSR25535,3506,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,11/28/1969,"Fri Nov 28, 1969 09:00 UTC",Proton K/Block D ,Proton K/Block D | Zond (L1E),StatusRetired,,Failure
3507,RVSN USSR25531,3507,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,11/24/1969,"Mon Nov 24, 1969 16:49 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 312,StatusRetired,,Success
3508,RVSN USSR25531,3508,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,11/24/1969,"Mon Nov 24, 1969 11:04 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Cosmos 311,StatusRetired,,Success
3509,CASC44516,3509,CASC,"Site 5020 (LA-2A), Jiuquan Satellite Launch Center, China",China,Site,,11/16/2021,"Sun Nov 16, 1969 UTC",Long March 1 ,Long March 1 | Test flight,StatusRetired,,Failure
3510,RVSN USSR25522,3510,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,11/15/1969,"Sat Nov 15, 1969 08:30 UTC",Voskhod ,Voskhod | Cosmos 310,StatusRetired,,Success
3511,NASA25521,3511,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,11/14/1969,"Fri Nov 14, 1969 16:22 UTC",Saturn V ,Saturn V | Apollo 12,StatusRetired,"1,160.00",Success
3512,RVSN USSR25519,3512,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,11/12/1969,"Wed Nov 12, 1969 11:30 UTC",Voskhod ,Voskhod | Cosmos 309,StatusRetired,,Success
3513,RVSN USSR25511,3513,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,11/4/1969,"Tue Nov 04, 1969 12:00 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Cosmos 308,StatusRetired,,Success
3514,Yuzhmash25508,3514,Yuzhmash,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,11/1/1969,"Sat Nov 01, 1969 10:59 UTC",Tsyklon-2 ,Tsyklon-2 | IS Mass Model,StatusRetired,,Success
3515,US Air Force25500,3515,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",USA,SLC-4W,,10/24/1969,"Fri Oct 24, 1969 18:10 UTC",Titan III(23)B ,Titan III(23)B | OPS 8455,StatusRetired,,Success
3516,RVSN USSR25500,3516,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,Site,,10/24/1969,"Fri Oct 24, 1969 13:01 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Cosmos 307,StatusRetired,,Success
3517,RVSN USSR25500,3517,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,10/24/1969,"Fri Oct 24, 1969 09:40 UTC",Voskhod ,Voskhod | Cosmos 306,StatusRetired,,Success
3518,RVSN USSR25498,3518,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,10/22/1969,"Wed Oct 22, 1969 14:09 UTC",Proton K/Block D ,Proton K/Block D | Cosmos 305 (Luna-16b),StatusRetired,,Failure
3519,RVSN USSR25497,3519,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,10/21/1969,"Tue Oct 21, 1969 12:49 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 304,StatusRetired,,Success
3520,RVSN USSR25494,3520,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,10/18/1969,"Sat Oct 18, 1969 10:00 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Cosmos 303,StatusRetired,,Success
3521,RVSN USSR25493,3521,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,10/17/1969,"Fri Oct 17, 1969 11:45 UTC",Voskhod ,Voskhod | Cosmos 302,StatusRetired,,Success
3522,RVSN USSR25490,3522,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,Site,,10/14/1969,"Tue Oct 14, 1969 13:19 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Intercosmos-1,StatusRetired,,Success
3523,RVSN USSR25489,3523,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,10/13/1969,"Mon Oct 13, 1969 10:19 UTC",Soyuz ,Soyuz | Soyuz 8,StatusRetired,,Success
3524,RVSN USSR25488,3524,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,10/12/1969,"Sun Oct 12, 1969 10:44 UTC",Soyuz ,Soyuz | Soyuz 7,StatusRetired,,Success
3525,RVSN USSR25487,3525,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,10/11/1969,"Sat Oct 11, 1969 11:10 UTC",Soyuz ,Soyuz | Soyuz 6,StatusRetired,,Success
3526,RVSN USSR25482,3526,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,10/6/1969,"Mon Oct 06, 1969 01:45 UTC",Vostok-2M ,Vostok-2M | Meteor nâ€ Â­13,StatusRetired,,Success
3527,RVSN USSR25470,3527,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,9/24/1969,"Wed Sep 24, 1969 12:15 UTC",Voskhod ,Voskhod | Cosmos 301,StatusRetired,,Success
3528,RVSN USSR25469,3528,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,9/23/1969,"Tue Sep 23, 1969 15:00 UTC",Proton K/Block D ,Proton K/Block D | Cosmos 300 (luna-16a),StatusRetired,,Success
3529,UT44461,3529,UT,"Uchinoura Space Center, Japan",Japan,Uchinoura,,9/22/2021,"Mon Sep 22, 1969 UTC",Lambda-IV S ,Lambda-IV S | Osumi,StatusRetired,,Failure
3530,RVSN USSR25464,3530,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,9/18/1969,"Thu Sep 18, 1969 08:40 UTC",Voskhod ,Voskhod | Cosmos 299,StatusRetired,,Success
3531,RVSN USSR25461,3531,RVSN USSR,"Site 191/66, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,9/15/1969,"Mon Sep 15, 1969 16:00 UTC",Tsyklon ,Tsyklon | Cosmos 298,StatusRetired,,Success
3532,RVSN USSR25448,3532,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,9/2/1969,"Tue Sep 02, 1969 11:00 UTC",Voskhod ,Voskhod | Cosmos 297,StatusRetired,,Success
3533,RVSN USSR25444,3533,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,8/29/1969,"Fri Aug 29, 1969 09:05 UTC",Voskhod ,Voskhod | Cosmos 296,StatusRetired,,Success
3534,US Air Force25438,3534,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",USA,SLC-4W,,8/23/1969,"Sat Aug 23, 1969 16:00 UTC",Titan III(23)B ,Titan III(23)B | OPS 7807,StatusRetired,,Success
3535,RVSN USSR25437,3535,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,8/22/1969,"Fri Aug 22, 1969 14:14 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | Cosmos 295,StatusRetired,,Success
3536,RVSN USSR25434,3536,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,8/19/1969,"Tue Aug 19, 1969 13:00 UTC",Voskhod ,Voskhod | Cosmos 294,StatusRetired,,Success
3537,RVSN USSR25431,3537,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,8/16/1969,"Sat Aug 16, 1969 11:59 UTC",Voskhod ,Voskhod | Cosmos 293,StatusRetired,,Success
3538,RVSN USSR25428,3538,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,8/13/1969,"Wed Aug 13, 1969 22:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 292,StatusRetired,,Success
3539,General Dynamics25427,3539,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",USA,SLC-36A,,8/12/1969,"Tue Aug 12, 1969 11:01 UTC",Atlas-SLV3C Centaur-D ,Atlas-SLV3C Centaur-D | ATS-5,StatusRetired,,Success
3540,RVSN USSR25422,3540,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,8/7/1969,"Thu Aug 07, 1969 23:48 UTC",Proton K/Block D ,Proton K/Block D | Zond-7,StatusRetired,,Success
3541,RVSN USSR25421,3541,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,8/6/1969,"Wed Aug 06, 1969 05:40 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 291,StatusRetired,,Success
3542,RVSN USSR25407,3542,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,7/23/1969,"Wed Jul 23, 1969 09:00 UTC",Cosmos-2I (63SM) ,Cosmos-2I (63SM) | DS-P1-You #23,StatusRetired,,Failure
3543,RVSN USSR25406,3543,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,7/22/1969,"Tue Jul 22, 1969 12:55 UTC",Molniya-M /Block L ,Molniya-M /Block L | Molniya-1 nâ€ Â­18,StatusRetired,,Success
3544,RVSN USSR25406,3544,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,7/22/1969,"Tue Jul 22, 1969 12:30 UTC",Voskhod ,Voskhod | Cosmos 290,StatusRetired,,Success
3545,NASA25400,3545,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,7/16/1969,"Wed Jul 16, 1969 13:32 UTC",Saturn V ,Saturn V | Apollo 11,StatusRetired,"1,160.00",Success
3546,RVSN USSR25394,3546,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,7/10/1969,"Thu Jul 10, 1969 09:00 UTC",Voskhod ,Voskhod | Cosmos 289,StatusRetired,,Success
